WARNING (theano.tensor.blas): Using NumPy C-API based implementation for BLAS functions.
pybullet build time: Oct 11 2021 20:59:39
num of nodes = 1500 and num of edges = 2568
num of nodes = 1500 and num of edges = 2568
num of nodes = 1500 and num of edges = 2568
num of nodes = 1500 and num of edges = 2568
train epoch=0, loader_type='Both', approx_losses.avg=0.00014899110006346805, constraint_losses.avg=5.665329160824296e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=43, loader_type='Both', approx_losses.avg=0.00014104850454746084, constraint_losses.avg=5.784942328180131e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=44, loader_type='Both', approx_losses.avg=0.00014104850485051026, constraint_losses.avg=5.784942726856412e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=45, loader_type='Both', approx_losses.avg=0.00014104850518866904, constraint_losses.avg=5.784942746166572e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=46, loader_type='Both', approx_losses.avg=0.00014104850537622707, constraint_losses.avg=5.784942831445415e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=47, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=48, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=49, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=50, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=51, loader_type='Both', approx_losses.avg=0.00014104850560259019, constraint_losses.avg=5.784942743209993e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=52, loader_type='Both', approx_losses.avg=0.0001410485051988323, constraint_losses.avg=5.7849427623353666e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=53, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=54, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=55, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=56, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=57, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=58, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=59, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=60, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=61, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=62, loader_type='Both', approx_losses.avg=0.0001410485056802004, constraint_losses.avg=5.7849424297201616e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=63, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=64, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=65, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=66, loader_type='Both', approx_losses.avg=0.00014104850530693224, constraint_losses.avg=5.78494269802976e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=67, loader_type='Both', approx_losses.avg=0.00014104850560259019, constraint_losses.avg=5.784942743209993e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=68, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=69, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=70, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=71, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=72, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=73, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=74, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=75, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=76, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=77, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=78, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=79, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=80, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=81, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=82, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=83, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=84, loader_type='Both', approx_losses.avg=0.00014104850543535864, constraint_losses.avg=5.7849427741616854e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
train epoch=85, loader_type='Both', approx_losses.avg=0.00014104850597585836, constraint_losses.avg=5.7849424749003935e-05
------------------------- test Main, avg_test_AL=0.00013024941748460427, avg_test_CL=0.00010288160876201235, max_test_CL=0.005064392928034067
------------------------- test un normalized Main, avg_test_AL_un_norm=9.491339768359474, avg_test_CL_un_norm=7.497033949073844, max_test_CL_un_norm=369.0448307619166
------------------------- test Omega, avg_test_AL=0, avg_test_CL=1.0066882129729837e-05, max_test_CL=6.24938402324915e-05
------------------------- test un normalized Omega, avg_test_AL_un_norm=0, avg_test_CL_un_norm=0.733578701839741, max_test_CL_un_norm=4.553957041278
